file,search_result
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال الراوي وأعجب ما روى في هذه السيرة العجيبة انه فى صبيمة ذلك النهار أن مولانا السلطان بات
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال الراوى وأعجب مافى هذه السيرة المجيبة آن بيرس أخذه النوم فرآي تفسه كأنه في واد
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال الملك أهلا وسهلا بالامير الدولتلي بيبرس شش ربرل ه سيرة الظاهر بيبرس تاريخ الملك المادل صاحب الفتوحات المشهورة السلطان محمود
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال الامير لابد من سيره الي ملك الاسلام قال له المقدم اذا كان الامر كذلك
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال واعجب ماقى هذه السيرة المجيبة ان امرآة كانت فيهم وهى حسنة كبيرة قاطعة الحيض
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال واعجب مافى هذه السيره العجيبة ان البحر كان عليه رجل كشاف بسمى أمين البحر
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, وقال له اقصد المحروسه فصارعتمان على عجل من امره وكان سيره اكثرمن سيرالملكة لانه على كل حال سيره اكثر واللكد سايره
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال الراوى فهذاما كان من امرهؤلاء واما اعجب ما في هذه السيرة العجيبة ان رجلا قراز صنايعى يقال له الشيخ محمد القزاز
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, يقول تحرك يادنس وان اعجب مافى هذه السيرة العجيبة ان شيحة دخل الي تلك الزاوية لاجل صلاة الضحافى
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال شيحه ياشيخ ومن رأس الوادي تسيرالى اى مكان قال الرجل الى سيرة المكاسه الى طحله الى المناشي حتى تصل الى الشام قال
0900Anonymous.SiratBaybars.Kraken220413194105-ara1, قال الراوي واماالح سيرة الظاهر يبرس تلريخ الملك العادل صاحب الفتوحات المشهورة السلطان محمود
0900IbnCabdMuncimHimyari.RawdMictar.Shamela0001043-ara1.mARkdown, قال أرض القاطول غير طائلة والبناء بها صعب ثم ركب يتصيد فمر في سيره إلى سر من رأى وهي صحراء لا عمارة بها ولا
0900IbnCabdMuncimHimyari.RawdMictar.Shamela0001043-ara1.mARkdown, ذكر القصة بطولها ابن إسحاق في سيره _ مغام في جهة طليطلة وفيها الطفل الذي لا يشبهه
0900IbnMuhammadBurhanDinQabibati.CajalatImla.Shamela0097928-ara1, قال وهو بكسر الضاد قاله الجوهري وغيره انتهى وكذا ذكره غير النووي بالكسر وفي السيرة النبوية أنه عليه الصلاة والسلام قال يوم أحد لأمير الرماة
0900IbnSulaymanHilli.MukhtasarBasair.Shia001172-ara1, قال النزال بن سيرة فقلت لصعصعة بن صوحان يا صعصعة ما عنى أمير المؤمنين
0900ImamHadiCizzDinIbnHasan.CinayaTamma.Zaydiyya0000045-ara1, قال في سيرة ابن هشام في غزوة الحدبيبة وقصتها لما بلغ رسول الله
0900ImamHadiCizzDinIbnHasan.MicrajIlaKashfAsrar.Zaydiyya0000265-ara1, ذكر في السيرة النبوية أن سبب نزول هذه الآيات الشريفة التي منها {وضرب
0900ImamHadiCizzDinIbnHasan.MicrajIlaKashfAsrar.Zaydiyya0000265-ara1, يقول ولم كانت تسعة عشر قال في السيرة النبوية قال أبو جهل يوما وهو يهزأ برسول الله صلى
0900ImamHadiCizzDinIbnHasan.MicrajIlaKashfAsrar.Zaydiyya0000265-ara1, قال قتل عبدالله فكان الأمر كما أخبر قوله وإخباره بقتل شيرويه لأبيه كسرى في السيرة النبوية عن الزهري أنه قال كتب كسرى إلى باذان وهو
0900ImamHadiCizzDinIbnHasan.MicrajIlaKashfAsrar.Zaydiyya0000265-ara1, قال الإمام يحيى وقد سار أمير المؤمنين فيهم سيرة الفسق والبغي ولم يعاملهم معاملة الكفار قلت وقد نقل الإجماع
0902Sakhawi.DawLamic.JK003608-ara1.completed, ذكر الإشارة لشيء من مناقضاته مما بسطته في ترجمته أنكر على الشمس العاملي قراءة سيرة البكري لما فيها من الكذب وأخذ ما بأيدي الكفار من
0902Sakhawi.DawLamic.JK003608-ara1.completed, ذكر أنه سمع بالقاهرة من ابن الشهيد نظم السيرة له وبدمشق من المحب الصامت الكثير وأجاز له بن رافع
0902Sakhawi.DawLamic.JK003608-ara1.completed, ويذكر بين غالب أهل بلده بسوء السيرة في القضاء وغيره مع قول بعض الثقات أنه ما أخذ
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال الشعر الجيد وهو ممن قرض سيرة المؤيد لابن ناهض وكان فاضلا أديبا شاعرا لطيفا حسن المحاضرة
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال وكان ماهرا في الفقه والفرائض والحساب والفلك حسن السيرة في القضاء قال وخلت مكة بعده ممن يفتي فيها على
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال العيني إنه لم يكن مشكور السيرة ايدكو ملك الترك وتدعى قبيلته قرنكرات من أرض الدشت ترقى
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال وله سيرة طويلة جمعها بعض أهل العصر في مجلد قلت قد جمعها
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال العيني لم يسكن مشكور السيرة وقال غيره إنه صاحب الخانقاه الزمامية بمكة وعدة عمائر وأنه
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال شيخنا على طريقته في محبة العلماء خصوصا الشافعية وسار في بلاده سيرة حسنة ونشر العدل قال وله نظم ووصفه أيضا بأنه من
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال العفيف الناشري إنه قدم عليه تعز في سنة أربعين وثمانمائة وهو حسن السمت جيد السيرة ثم حكى عنه فائدة صديق بن علي بن صديق بن
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال في معجمه سمعت من نظمه وقال في رفع الاصر أنه سار في القضاء سيرة محمودة وخالق الناس بخلق حسن مع الصيانة والافضال والشهامة والاكباب
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال في عقوده نحوه وانه كان حشما مهابا مشكور السيرة له افضال وفيه مروءة وهو خير من غيره من قضاة
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال مرة كان بارعا في الفقه وأصوله والعربية حسن السيرة في القضاء باشره على أحسن الوجوه وقال الشهاب بن المحمرة
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال وولي القضاء غير مرة بعد الفتنة ولم يكن محمود السيرة وكان يتجر بالكتب ويعرف أسماءها مع وفور جهل بالفقه وذكره
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال كان مشكور السيرة فاضلا أتقن الشروط ورأس فيها عبد الرحيم بن عبد الوهاب
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال العلاء بن خطيب الناصرية وكان حسن السيرة دينا عاقلا ولى القضاء ثم صرف ثم أعيد مرارا ثم
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال غيره أنه ولي قضاء زبيد بعد وفاة أخيه أبي الفضل أحمد الماضي فسار فيه سيرة حسنة وكان تقيا نقيا ناكسا كثير التلاوة متواضعا مات هو
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال أنه كان جيدا مشكور السيرة ولكنه كان عريا عن العلم واستقر بعده في الوكالة الشمس
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال المقريزي أيضا كان فقيها بارعا فاضلا مشكور السيرة في دينه ودنياه ذا عبارة وأوراد من صلاة وقراءة وصدقات
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال العيني ولم يكن مشكور السيرة مع طمع زائد وقال غيره كان رئيسا حشما وعنده مكارم
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال كان مشكور السيرة معروفا بالفضيلة خيرا متواضعا امتنع من نيابة الحكم وغيرهما وممن
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال أنه كان مشكور السيرة في غالب أموره والله يعفو عنه وقد ترجمته في تاريخ
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال ابن حجي ولم يكن محمود السيرة ذكره شيخنا في إنبائه والمقريزي في عقوده محمد بن إسماعيل
0902Sakhawi.DawLamic.JK003608-ara1.completed, ذكر أنه يأخذ من الخبز الذي يجاء به للمحابيس وكذا من الانخاخ وأنه ملازم قراءة سيرة البكري المجمع على كذبها وقال إلى غير ذلك من الأرصاف
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال مما يعد في مجازفاته أنه رجل حسن فصيح مفوه غير أنه مكثار ممل مشكور السيرة في تحمله الشهادة عفيف متعفف مترفع عن الدنايا ومن نظمه
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال إنه قرأ عليه السيرة لابن سيد الناس وسمع الأذكار على الشرف بن الكويك والشهاب
0902Sakhawi.DawLamic.JK003608-ara1.completed, ويذكر بسوء سيرة وأفعال غير مرضية محمد بن علي بن محمد البدر القاهري
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال وكان عاريا من العلم ولم يكن مشكور السيرة وينسب إلى أمور من المنكرات وبلغني أن أهل دمشق لما
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال شيخنا إنه كان مشكور السيرة من أقران محمد بن الظاهر جقمق الماضي عوضهما الله الجنة
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال وكان مشكور السيرة صحبته في مجاورتي سنة أربع وثلاثين وهو قاض فنعم الرجل
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال قال البرهان الحلبي ولي القضاء فسار سيرة جميلة ومات بالطاعون سنة خمس وعشرين رحمه الله محمد الولوي
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال كان مذموم السيرة عفا الله عنه محمد بن محمد بن سالم الحموي بن
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال وأخبرت عنه أن أباه أمره بمطالعة غزوة بدر وإلقائها في الميعاد فحفظها برمتها من سيرة ابن إسحق بما فيها من الأشعار وحاضر بها من العشاء
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال شيخنا في إنبائه وكان مشكور السيرة كثير الحياء والتودد للناس وتزوج البدر محمد بن بدير العباسي
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال وكان يلقب في بلاده الإمام الأعظم ولم يكن محمود السيرة في القضاء وأوقفني بعض الطلبة من أهل تلك البلاد على
0902Sakhawi.DawLamic.JK003608-ara1.completed, وقال كان ثقة حجة في نقله وضبطه ريض الأخلاق قليل الكلام جميل السيرة له مروءة وفيه سماح مع قنع بما تيسر وصبر على
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال ابن قاضي شهبة في تاريخه كان سيئ السيرة عنده دهاء فتح أبوابا من الأحكام الباطلة فاستمرت بعده مات
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال أنه لم يكن مشكور السيرة لأنه كان يرتكب أخذ أموال الناس ظلما كفعله مع أهل
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال ابن خطيب الناصرية أنه قرأ عليه السيرة والدرر المذكورين وأنه كان فاضلا كثير الاشتغال والإشغال مجتهدا في
0902Sakhawi.DawLamic.JK003608-ara1.completed, قال فيه البقاعي إنه سار سيرة حسنة في طريقه وجمع الناس على الخير والأمر بالمعروف والنهي
0902Sakhawi.FathMughith.JK006675-ara1, قال الزركشي وكأنه يشير بذلك إلى انه ليس المراد سيرة مطلق الناس بل الذين نقتدي بهم وهو كما قال ثم
0902Sakhawi.FathMughith.JK006675-ara1, ذكر في السيرة فقد ذكر سيف بن عمر التميمي في الفتوح عن طلحة
0902Sakhawi.IclanBiTawbikh.ShamAY0037134-ara1, قال أبو الحسين بن فارس كما إن السيرة النبوية بخصوصها منه مما يحق على المرء المسلم حفظها ويجب
0902Sakhawi.Ilmam.ShamAY0033552-ara1, وقال إنه قرأ أصل السيرة في ستة أيام طوال على أبي المعالي الأبرقوهي وكالتقي يحيى
0902Sakhawi.Istijlab.Kraken220413194118-ara1, قال الذهيي في الميزان / اضعقه غير واحده وقال الحافظ في التقريب ص لاضعيف وسماعه للسيرة صحيح وقال الدارقطني كما في الميزان/ لا بأس به قد
0902Sakhawi.Istijlab.Kraken220413194118-ara1, قال الحافظ في التقريبه ص لاضعيف وسماعه السيرة صحيح وانظر التهذيبه/ دون قوله ومثل حطة إلى آخره وكذا
0902Sakhawi.Istijlab.Kraken220413194118-ara1, قال الحافظ في التقريب ص اصدوق محمود السيرة تكلم فيه الشوري لدخوله في القضاء ليس له شيء في
0902Sakhawi.JawahirWaDurar.Sham19Y0017372-ara1, قال لي إلى أين فقلت إلى ابن الجمال الأميوطي لسماع سيرة ابن سيد الناس عليه فقال على من سمعها فقلت من
0902Sakhawi.JawahirWaDurar.Sham19Y0017372-ara1, قال ولأبي الحسن علي بن جابر بن علي الهاشمي قوم لهم سيرة سارت بجهلهم قد ارتدوا برداء الكبر والحمق وخفت رؤوسهم أو
0902Sakhawi.ManhalCadhb.JK010317-ara1, قال في تاريخه شيخ الإسلام العالم الرباني الزاهد إلى أن قال وله سيرة مفردة في علومه وتصانيفه ودينه وتفننه وورعه وزهده وقناعته وتعبده
0902Sakhawi.QawlBadic.Shamela0001391-ara1, قال وهذه كانت سيرة سلفنا الصالح وأئمتنا الماضين وكان مالك رضي الله عنه إذا
0902Sakhawi.SirrMaktum.Shamela0001500-ara1, قال وانظر سيرة نبينا صلى الله عليه وسلم وخلقه في المال تجده قد
0902Sakhawi.TuhfaLatifa.Masaha004395Vols-ara1.completed, وذكر قصته أيضا ابن اسحاق في السيرة عن بعض أهل المدينة قال لما أسلم الحجاج قال يا
0902Sakhawi.TuhfaLatifa.Masaha004395Vols-ara1.completed, وقال الخطيب إنه كان محمودا في ولايته جميل السيرة مع جلالة قدره وذكره الزبير بن بكار في النسب فقال
0905IbnCabdAllahWaqqadAzhari.SharhTasrih.Shamela0009985-ara1, يقول جملي في سرعة سيره كالظليم الذي له بيضات يسير ليلا ونهارا ليصل إليها والرائح
0909IbnMabrid.DurrNaqi.Sham19Y0131003-ara1, قال والطبيب أيضا ¬ والفحل الماهر بالضراب الذي يتعهد في سيره موطئ خفه قال والطب السحر والعادة والداء أيضا قال والطب
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, وقال اخرج يا رسول الله وذكر أبو القاسم الأصفهاني في سيرة السلف بسند إلى أسامة ابن زيد بن أسلم عن أبيه
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, وقال في عيون التاريخ وهو طريق ابن هشام في السيرة وغيره ثم أسلم عمر بن الخطاب وكان رجلا جلدا منيعا
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, وذكر أبو القاسم الأصفهاني في سيرة السلف عن عمر رضي الله عنه وافقت ربي في ثلاث
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, قال بل غسيل فقال البس جديدا وعش حميدا ومت شهيدا وروى أبو القاسم الأصفهاني في سيرة السلف بسنده عن عبد الله بن عمر رضي الله عنه
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, ويقول إني رجل عربي ولست أستمرئ الزيت قال أسامة بن مرشد الذي اختصر سيرة عمر لابن الجوزي بعد هذا الحديث قلت من غير رد
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, قال كنا مع عمر في مسير فأبصر رجلا يسرع في سيره فقال إن هذا الرجل يريدنا فأناخ ثم ذهب لحاجته فجاء
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, وقال قال ابن وهب تفسير محدثون ملهمون وذكره أبو القاسم الأصفهاني في سيرة السلف عن عائشة رضي الله عنها قالت قال رسول الله
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, وذكر أبو القاسم الأصفهاني في سيرة السلف عن ابن عباس قال لما طعن عمر دخلت عليه
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, وذكر القاسم الأصفهاني في سيرة السلف عن ابن عمر قال كان رأس عمر رضي الله
0909IbnMabrid.MahdSawab.Shamela0012062-ara1, وذكر أبو القاسم الأصفهاني في سيرة السلف قال المهدي ما فتشت رافضيا قط إلا وجدته زنديقا
0909IbnMabrid.MaraqiJinan.ShamAY0033733-ara1, قال قال الحسين بن علي رضي الله عنهما سألت أبي عن سيرة النبي صلى الله عليه وسلم في جلسائه فقال كان رسول
0909IbnMabrid.MaraqiJinan.ShamAY0033733-ara1, قال الذهبي وغيره كان حسن السيرة جوادا كريما وكذلك أبوه المسترشد بالله كان من الأجواد ومنهم
0911Samhudi.WafaWafa.Shamela0023695-ara1.completed, ذكر من سيرة الفطيون في افتضاض الأبكار إنما كانت في غير الأوس والخزرج
0911Samhudi.WafaWafa.Shamela0023695-ara1.completed, ذكر أمر الخلافة وقال الأقشهري في روضته روى صاحب السيرة ولم يسمه أن جبريل عليه السلام أتى النبي صلى الله
0911Samhudi.WasailWusul.Masaha003032-ara1, قال القاضي عياض رحمه الله تعالى في الشفا انظر سيرة نبينا محمد صلى الله عليه وسلم وخلقه في المال تجده
0911Samhudi.WasailWusul.Masaha003032-ara1, قال الحافظ الكبير زين الدين العراقي رحمه الله تعالى في ألفية السيرة النبوية على صاحبها أفضل الصلاة والسلام ونعله الكريمة المصونه طوبى
0911Samhudi.WasailWusul.Masaha003032-ara1, قال قال الحسين سألت أبي عن سيرة النبي صلى الله عليه وسلم في جلسائه فقال كان رسول
0911Samhudi.wafa.ShamAY0038406-ara1, قال القاضي عياض عقب ذلك وهذه كانت سيرة سلفنا الصالح وأئمتنا الماضين وذكر ابن بشكوال أن مالكا كان
0911Samhudi.wafa.ShamAY0038406-ara1, وقال أنه الموافق لسيرة الصديق فيما خلفه صلى الله عليه وسلم انتهى وهذا يقتضي
0911Suyuti.BughyatWucat.Shamela0006744-ara1.mARkdown, قال عبد الغافر في السياق رجل فاضل سديد الطريقة مرضي السيرة قرأ على أبي الحسن الغزالي وأخذ عنه القراءة ومهر في
0911Suyuti.BughyatWucat.Shamela0006744-ara1.mARkdown, قال الخزرجي كان وحيد دهره في النحو واللغة والعروض عالما متقنا متفننا لوذعيا حسن السيرة سهل الأخلاق مبارك التدريس أخذ النحو عن جماعة وأخذ عنه
0911Suyuti.BughyatWucat.Shamela0006744-ara1.mARkdown, قال السمعاني من أهل هراة سكن بلخ وكان أديبا فاضلا عالما بأصول الفقه صائنا حسن السيرة قدم بغداد حاجا فاجتمع إليه أهل العلم وقرءوا عليه الحديث
0911Suyuti.DurrManthur.Shamela0012884-ara1.completed,} قال هو الطيور عصافة الزرع وأخرج ابن إسحق في السيرة والواقدي وابن مردويه وأبو نعيم والبيهقي عن عائشة قالت لقد
0911Suyuti.GhayatIhsan.Kraken210525140115-ara1, قال قبائل بالنص فى خلق الانسان لتابت انظر خلق الانسان لثابت والأصمعى والخصص / وكذا شرح السيرة لأنى فر احشني / ف ل السعوب تصحيف والعحب موصل قبائل
0911Suyuti.HusnMuhadara.Shamela0003283-ara1.completed, قال ابن كثير سمع الحديث وبرع في المذهب وولي قضاء الحنابلة بالقاهرة وكان مشكور السيرة مات في صفر سنة ست وتسعين وستمائة وله خمسون وستون
0911Suyuti.JamicKabir.Sham19Y0127677-ara1, قال إن هذه الإمارة التى ترى اليوم سيرة قد أوشكت أن تفشو وتكثر حتى ينالها من ليس لها
0911Suyuti.JamicKabir.Sham19Y0127677-ara1, ¬ / قال عبد الملك بن هشام فى السيرة حدثنى أبو بكر بن الزبير أن رجلا دخل على أبى
0911Suyuti.JamicKabir.Sham19Y0127677-ara1, قال تسعمائة وسبعين ناقة وثلاثين فرسا فى غزوة تبوك ابن شاهين في السيرة ¬ / حدثنى بعض أهل العلم أن الحسن بن أبى الحسن قال
0911Suyuti.LaaliMasnuca.JK005004-ara1, وقال الحافظ فتح الدين بن سيد الناس في السيرة قد روي أن عبد الله بن المطلب وآمنة بنت وهب
0911Suyuti.MufhimatAqran.JK009252-ara1, قال يقال له سيرة وعن عكرمة قال رجل من بني لبث وأخرج ابن جرير
0911Suyuti.Muhadarat.Shamela0009099-ara1, قال في السيرة المشهورة للشيخ العارف بالله اليمني المعروف بالصياد أنه رأى في
0911Suyuti.MuzhirFiCulumLugha.JK001460-ara1, يقول المختصرات التي فضلت على الأمهات أربعة مختصر العين للزبيدي ومختصر الزاهر للزجاجي ومختصر سيرة ابن إسحاق لابن هشام ومختصر الواضحة للفضل بن سلمة قال
0911Suyuti.MuzhirFiCulumLugha.JK001460-ara1, قال أيستقضى من ليست له بصيرة قال نعم إذا حسنت منه السيرة قال فإن تعرى من العقلقال ذاك عنوان الفضل قال فإن
0911Suyuti.MuzhirFiCulumLugha.JK001460-ara1, قال الفراء أخبرني معاذ الهراء قال لقد قيل سيرة العمرين قبل عمر بن عبد العزيز والأقرعان الأقرع بن حابس
0911Suyuti.RafcBas.ShamAY0035870-ara1, وقال ابن الجوزي كان فيه لطف وظرف جمع سيرة المسترشد وسيرة المقتفي وقال الذهبي كان يلقب بهاء الشرف وروى
0911Suyuti.SawnMantiq.Sham19Y0151019-ara1, وقال الأوزاعي المنازعة والجدال في الدين محدث ثم قال وعلم أنك متى تدبرت سيرة الصحابة ومن بعدهم من السلف الصالح وجدتهم ينهون عن جدال
0911Suyuti.SharhShawahidMughni.Sham19Y0017724-ara1, يقول أين المفر والإله الطالب والأشرم المغلوب ليس الغالب وأخرجه ابن هشام في السيرة نحوه قال نفيل بن حبيب فذكر البيت بلفظ ليس الغالب
0911Suyuti.TabaqatHuffaz.JK000753-ara1.mARkdown, قال السمعاني حافظ كبير تام المعرفة ثقة دين حسن السيرة على طريقة السلف يحفظ جميع صحيح مسلم وأملى من حفظه
0911Suyuti.TabaqatMufassirin.Shamela0006234-ara1.completed, قال عبد الغافر كان إماما كاملا في التفسير حسن السيرة في التصوف على حظ تام من معرفة العربية والحديث والتواريخ
0911Suyuti.TarikhKhulafa.Shamela0011997-ara1.completed, وقال ابن إسحاق في السيرة حدثني الزهري قال حدثني أنس بن مالك قال لما بويع
0911Suyuti.TarikhKhulafa.Shamela0011997-ara1.completed, وقال الصولي كان أهوج سفاكا للدماء قبيح السيرة كثير التلون والاستحالة مدمن الخمر ولولا جودة حاجبه سلامة لأهلك
0911Suyuti.TarikhKhulafa.Shamela0011997-ara1.completed, قال وكان مع ذلك رديء السيرة في الرعية مائلا إلى الظلف والعسف ففارق أهل البلاد بلادهم
0911Suyuti.TarikhKhulafa.Shamela0011997-ara1.completed, وقال ابن الأثير كان الناصر سيئ السيرة خربت في أيامه العراق مما أحدثه من الرسوم وأخذ أموالهم
0911Suyuti.TarikhKhulafa.Shamela0011997-ara1.completed, وقال الموفق عبد اللطيف بويع أبو جعفر فسار السيرة الجميلة وعمر طرق المعروف الدائرة وأقام شاعر الدين ومنار الإسلام
0911Suyuti.TarikhKhulafa.Shamela0011997-ara1.completed, قال ابن حجر راجع الناس السلطان في أمر إبراهيم هذا ووسموه بسوء السيرة فلم يلتفت إلى ذلك ولم يزل الناس حتى بايعوه وكان
0911Suyuti.ZiyadatCalaMawducat.Sham19Y0018315-ara1, قال قال رسول الله صلى الله عليه وسلم الرزق يأتي العبد في أي سيرة سار لا تقوى متق بزائده ولا فجور فاجر ¬ بناقصه بينه
0914IbnYahyaWansharisi.Micyar.ShamAY0034230-ara1, قال أبو حامد الغزالي رحمه الله كانت سيرة العلماء مع الأمراء قلة المبالاة وإخلاص النصيحة لهم لأنهم اتكلوا
0914IbnYahyaWansharisi.Micyar.ShamAY0034230-ara1, تذكر كل ما عليه من دين حسبما يجب في السيرة وهو قد ألقى بيده واعترف بعجزه وفي المسالة من الخلاف
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, قال الحاكم وله وقائع كثيرة ولكنه أساء السيرة وحكي عنه أشياء منكرة اتفقوا على سقوط عدالته وأنه ليس
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, ذكر السيد صارم الدين أنه ولده ولعلهما اتفقا في السيرة والمثل والله أعلم أخبار الإمام المرتضى بن الهادي عليهما السلام
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, قال مصنف سيرة الناصر كنت أتصل بالإمام المرتضى وأتكلم بما أحب بين يديه
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, قال مصنف سيرة الناصر ولما قدم عليه السلام من الحجاز في آخر ذي
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, قال مصنف سيرة الناصر عليه السلام ولقد رأيت من سمعه من العسكر اهتزوا
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, قال مصنف سيرة الناصر عليه السلام وفتتت هذه الوقعة أعضاد الملحدين قال ولقد
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, قال مسلم اللحجي فهذه الأخبار توجد في سيرة الإمام الحسين مستوفاة فلا وجه للتطويل في شرحها انتهى قالوا
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, وقال لهم نتدبر ما في هذه الكتب لنعرف الذي خالفها منا ومنكم فقال مصنف سيرة الإمام أحمد بن سليمان عليه السلام فلم يسمعوا كلام القاضي
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, ذكر محمد هذا فأقول إن مصنف سيرة الإمام وكذلك في الحدائق الوردية للفقيه العلامة حميد بن أحمد
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, ذكر سيرة المهدي أحمد بن الحسين وأنه عارضه وناصبه وما آل إليه
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, ذكر طرف من سيرة كل واحد حسبما اطلعت عليه وعلى ما رتبه السيد صارم
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, قال مصنف سيرة المهدي وهو ولده وكانوا غير طامعين أن أحدا يجيبهم إلى
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, قال مصنف السيرة العباسية وهذه منقبة مبتكرة من أجل المناقب لم يؤرخ مثلها
0916IbnFanad.MaathirAbrar.Zaydiyya0000090BK1-ara1.completed, يقول لك إنك إذا سرت في الناس السيرة الحسنة وسلكت بهم الطريق المستحسنة عتوا وتجبروا وخالفوا وتكبروا وامتنعوا
0920IbnKhalilZaynDinMalati.NaylAmal.Sham19Y0017097-ara1.completed, وذكر أنه سار سيرة العدل والتزمها في رعاياه وشكى ¬ من كثرة الاختلاف بينهم حتى
0920IbnKhalilZaynDinMalati.NaylAmal.Sham19Y0017097-ara1.completed, ذكر عنه أنه في عقله خلل أو نحو ذلك وأنه سيء السيرة وأنه يعرف بأبي بكر بن الرماح وخشب وبعث به إلى
0920IbnKhalilZaynDinMalati.NaylAmal.Sham19Y0017097-ara1.completed, ذكر الوالد ومدحه له ووصفه بالمعرفة والكتابة الجيدة وحسن السيرة وقال بأنه ولد فلان وأخته معي فأمره بإحضاره إلى بين
0920IbnKhalilZaynDinMalati.NaylAmal.Sham19Y0017097-ara1.completed, يذكر بحسن السيرة والعقل والسياسة من الله تعالى عليه بأن ملكه اليمن ودولة
0920IbnKhalilZaynDinMalati.NaylAmal.Sham19Y0017097-ara1.completed, يذكر بالخير وحسن السيرة ملك تلمسان مدة ثم قصده محمد بن أبي نائب وثار
0920IbnKhalilZaynDinMalati.NaylAmal.Sham19Y0017097-ara1.completed, وذكر وناب في القضاء وباشر بحسن سيرة مع الخير والدين والفقه وسمع على الزين الزركشي وغيره ومولده
0920IbnKhalilZaynDinMalati.NaylAmal.Sham19Y0017097-ara1.completed, يذكر بحسن تدبير وسياسة وحسن سيرة وشجاعة وفروسية بل عد من أبطال الإسلام عارفا بأنواع الآداب
0923AhmadQastallani.IrshadSari.Shamela0021715-ara1.mARkdown, قال والحاسب وهو من يعتمد منازل القمر وتقدير سيره في معنى المنجم وهو من يرى أن أول الشهر طلوع
